BLEU-1,BLEU-2,BLEU-4,ROUGE-L,BERTScore,Latency (ms),PPL,Params (M),Model
0.0,0.0,35.06609600425177,65.5020534992218,81.86335563659668,41.97263788609278,13.410765371485256,13.479053,RNN (E2-D2)
0.0,0.0,35.16911936179141,65.04036784172058,81.26392364501953,67.76671466373261,14.98827646059188,13.873805,RNN (E2-D3)
0.0,0.0,34.42834818385338,64.80481028556824,80.9477150440216,92.7843785002118,15.742360207423456,15.056525,RNN (E3-D3)
69.83303391007468,57.21568621172606,39.28046752014984,67.75602102279663,83.34658145904541,29.13428497314453,4.983491639801467,7.596335,Trans-Macro (4H)
66.6669238743195,53.76889682309035,35.54086499462804,66.33913516998291,82.18573331832886,36.02025747299194,6.318189577545673,7.596335,Trans-Micro (16H)
70.99827777778881,58.501870779439415,40.491268325157385,68.67566108703613,84.87439751625061,33.81530570983887,4.706310610566118,9.173295,Trans-SOTA
